WDPA_PID,IUCN9,Realm,GIS-Area_Category,Acrop-aMER,Acrop-aPTS,Rcrop-aMER,Rcrop-aPTS
371693,III,Nearctic,<1,1AC~1M,1AC~2P,2RC~1M,2RC~2P
373771,V,Nearctic,50~100,3AC~1M,3AC~2P,2RC~1M,2RC~2P
370538,V,Nearctic,1~10,3AC~1M,3AC~2P,3RC~1M,3RC~2P
555604170,V,Nearctic,1~10,2AC~1M,2AC~2P,3RC~1M,3RC~2P
555651871,V,Nearctic,40~50,3AC~1M,3AC~2P,3RC~1M,3RC~2P
11111293,Ib,Nearctic,100~1000,3AC~1M,3AC~2P,3RC~1M,3RC~2P
555708578,IV,Palearctic,40~50,3AC~1M,3AC~2P,1RC~1M,1RC~2P
369808,V,Nearctic,<1,1AC~1M,1AC~2P,1RC~1M,1RC~2P
555625260,IV,Australasia,100~1000,1AC~1M,1AC~2P,1RC~1M,1RC~2P
4444848,V,Nearctic,<1,1AC~1M,1AC~2P,1RC~1M,1RC~2P
555663896,VI,Nearctic,<1,1AC~1M,1AC~2P,1RC~1M,1RC~2P
